Title,Genre,Languages,Type,CountryAvailability,Runtime,Director,ViewRating,AwardsReceived,AwardsNominatedFor,Boxoffice,NetflixReleaseDate
Lets Fight Ghost,Crime,Swedish,Series,Thailand,30,Tomas Alfredson,R,74,57,2122065,2021-03-04
HOW TO BUILD A GIRL,Comedy,English,Movie,Canada,120,Coky Giedroyc,R,1,0,70632,2021-03-04
Centigrade,Drama,English,Movie,Canada,120,Brendan Walsh,Unrated,0,0,16263,2021-03-04
ANNE,Drama,Turkish,Series,Belgium,30,Steven Spielberg ,Unrated,1,0,0,2021-03-04
Moxie,Animation,English,Movie,Lithuania,120,Stephen Irwin,Unrated,0,4,0,2021-03-04
The ConHeartist,Comedy,Thai,Movie,Thailand,170,Mez Tharatorn,Unrated,0,0,0,2021-03-03
Gleboka woda,Drama,Polish,Series,Poland,30,Steven Spielberg ,Unrated,2,4,0,2021-03-03
Instynkt,Crime,Polish,Series,Poland,30,Steven Spielberg ,Unrated,0,0,0,2021-03-03
Only a Mother,Drama,Swedish,Movie,Lithuania,120,Alf Sjberg,Unrated,2,1,0,2021-03-03
Snowroller,Comedy,Swedish,Movie,Lithuania,120,Lasse berg,Unrated,0,0,0,2021-03-03
Sunes Summer,Comedy,Swedish,Movie,Lithuania,120,Jon Holmberg,Unrated,0,7,0,2021-03-03
The Invisible,Crime,English,Movie,Lithuania,120,David S Goyer,PG-13,0,1,20578909,2021-03-03
The Simple Minded Murderer,Drama,Scanian,Movie,Lithuania,120,Hans Alfredson,Unrated,7,2,0,2021-03-03
The StigHelmer Story,Comedy,Swedish,Movie,Lithuania,120,Lasse berg,Unrated,0,1,0,2021-03-03
To Kill a Child,Short,Spanish,Movie,Lithuania,30,Jos Esteban Alenda,Unrated,2,5,0,2021-03-03
Joker,Crime,English,Movie,Lithuania,120,Todd Phillips,R,112,228,335451311,2021-03-03
I,Action,English,Movie,Lithuania,120,George Lucas,PG,26,69,474544677,2021-03-03
Harrys Daughters,Adventure,English,Movie,Lithuania,120,David Yates,PG-13,46,94,381409310,2021-03-03
Gyllene Tider,Music,Swedish,Movie,Lithuania,120,Lasse Hallstrm,Unrated,0,0,0,2021-03-03
False As Water,Drama,Swedish,Movie,Lithuania,120,Hans Alfredson,Unrated,3,0,0,2021-03-03
Bang,Short,English,Movie,Lithuania,120,Robert Breer,Unrated,0,0,0,2021-03-03
A Guest Is Coming,Thriller,Swedish,Movie,Lithuania,120,Arne Mattsson,Unrated,0,0,0,2021-03-03
1939,Drama,Swedish,Movie,Lithuania,170,Gran Carmback,Unrated,0,0,0,2021-03-03
Girls und Panzer das Finale,Animation,Japanese,Series,Japan,30,Tsutomu Mizushima,Unrated,0,0,0,2021-03-02
Indoo Ki Jawani,Comedy,Hindi,Movie,Canada,120,Abir Sengupta,Unrated,0,0,0,2021-03-02
The Coroner,Crime,English,Series,Canada,30,Steven Spielberg ,TV-14,0,0,0,2021-03-02
Brave New World,Drama,English,Series,Poland,30,Steven Spielberg ,TV-MA,0,0,0,2021-03-02
Comrades Almost a Love Story,Drama,Cantonese,Movie,South Korea,120,Peter HoSun Chan,Unrated,23,8,17676,2021-03-01
The Closet,Comedy,French,Movie,South Korea,120,Francis Veber,R,1,1,6678894,2021-03-01
The Mysterians,Action,Japanese,Movie,Japan,120,Ishir Honda,TV-Y7,0,0,975000,2021-03-01
No Longer Human,Biography,Japanese,Movie,Japan,170,Mika Ninagawa,Unrated,0,2,0,2021-03-01
Repast,Drama,Japanese,Movie,Japan,120,Mikio Naruse,Unrated,9,0,0,2021-03-01
Sway,Crime,Japanese,Movie,Japan,120,Miwa Nishikawa,Unrated,10,4,0,2021-03-01
When a Woman Ascends the Stairs,Drama,Japanese,Movie,Japan,120,Mikio Naruse,Unrated,0,0,0,2021-03-01
Yearning,Drama,Japanese,Movie,Japan,120,Mikio Naruse,Unrated,1,0,0,2021-03-01
Gorath,Action,Japanese,Movie,Japan,120,Ishir Honda,Unrated,0,0,0,2021-03-01
Ginza Cosmetics,Drama,Japanese,Movie,Japan,120,Mikio Naruse,Unrated,0,0,0,2021-03-01
Floating Clouds,Drama,Japanese,Movie,Japan,170,Mikio Naruse,Unrated,9,0,0,2021-03-01
Cheer Boys,Animation,Japanese,Movie,Japan,120,Steven Spielberg ,TV-14,0,0,0,2021-03-01
365 Nights,Comedy,Japanese,Movie,Japan,120,Kon Ichikawa,Unrated,0,0,0,2021-03-01
Restart After Come Back Home,Drama,Japanese,Movie,Japan,120,Ryta Inoue,Unrated,0,0,0,2021-03-01
Trial by Fire,Biography,English,Movie,United Kingdom,170,Edward Zwick,R,0,0,148504,2021-03-01
5 Minute,Comedy,English,Movie,Romania,120,Steven Spielberg ,Unrated,0,3,0,2021-03-01
Dilili in Paris,Animation,French,Movie,Germany,120,Michel Ocelot,PG,1,2,0,2021-03-01
All of Us,Comedy,English,Movie,Netherlands,120,Steven Spielberg ,Unrated,0,12,0,2021-03-01
Years and Years,Drama,English,Series,Belgium,30,Steven Spielberg ,TV-MA,1,14,0,2021-03-01
The New Pope,Drama,English,Series,Belgium,30,Steven Spielberg ,TV-MA,4,0,0,2021-03-01
Life and Nothing But,Drama,French,Movie,France,170,Bertrand Tavernier,PG,9,14,0,2021-03-01
Let Joy Reign Supreme,Drama,French,Movie,France,120,Bertrand Tavernier,Unrated,5,3,0,2021-03-01
Coup de Torchon,Comedy,French,Movie,France,170,Bertrand Tavernier,Unrated,2,11,0,2021-03-01
Valley of the Gods,Adventure,English,Movie,Poland,170,Lech Majewski,TV-14,0,2,0,2021-03-01
Framing John DeLorean,Documentary,English,Movie,Poland,120,Don Argott,Unrated,0,0,145625,2021-03-01
Critters Attack,Comedy,English,Movie,Poland,120,Bobby Miller,R,0,0,0,2021-03-01
The Bold Type,Drama,English,Series,Lithuania,30,Steven Spielberg ,TV-14,2,14,0,2021-03-01
Alice,Comedy,English,Series,Lithuania,30,Woody Allen,PG-13,1,7,7331647,2021-03-01
Lobster Cop,Comedy,Mandarin,Movie,South Korea,120,Xinyun Li,Unrated,0,0,85693,2021-02-28
Magic hour,Crime,English,Movie,South Korea,120,Cole Mueller,Unrated,0,0,0,2021-02-28
Marionette,Mystery,English,Movie,South Korea,120,Elbert van Strien,Unrated,3,3,0,2021-02-28
Miss Baek,Drama,Korean,Movie,South Korea,120,Jiwon Lee,Unrated,10,16,0,2021-02-28
Old Marine Boy,Documentary,Korean,Movie,South Korea,120,Moyoung Jin,Unrated,0,0,0,2021-02-28
Ordinary People,Drama,English,Movie,South Korea,120,Robert Redford,R,19,14,54766923,2021-02-28
Outdoor Begins,Comedy,Korean,Movie,South Korea,120,Jinseung Lim,Unrated,0,0,0,2021-02-28
Paths of the Soul,Drama,Tibetan,Movie,South Korea,120,Yang Zhang,Unrated,5,7,31747,2021-02-28
Promise at Dawn,Biography,French,Movie,South Korea,170,Eric Barbier,Unrated,1,7,0,2021-02-28
Rebel in the Rye,Biography,English,Movie,South Korea,120,Danny Strong,PG-13,0,0,378294,2021-02-28
The Return,Drama,Russian,Movie,South Korea,120,Andrey Zvyagintsev,Unrated,34,19,504256,2021-02-28
The Rookies,Crime,English,Movie,South Korea,120,Steven Spielberg ,Unrated,0,0,0,2021-02-28
Snatch Up,Drama,English,Movie,South Korea,120,JoonHyeong Heo,Unrated,0,0,0,2021-02-28
Stray,Action,English,Movie,South Korea,120,Joe Sill,Unrated,0,0,0,2021-02-28
Stand by Me,Adventure,English,Movie,South Korea,120,Rob Reiner,R,5,11,52287414,2021-02-28
Tea Pets,Animation,Chinese,Movie,South Korea,120,Gary Wang,Unrated,0,1,0,2021-02-28
A Tiger In Winter,Drama,Korean,Movie,South Korea,120,Kwangkuk Lee,Unrated,0,1,0,2021-02-28
The Three Little Pigs,Animation,English,Movie,South Korea,120,Steven Spielberg ,Unrated,0,0,0,2021-02-28
Wonderstruck,Adventure,English,Movie,South Korea,120,Todd Haynes,PG,1,33,1060377,2021-02-28
Keys To The Heart,Comedy,Korean,Movie,South Korea,170,SungHyun Choi,Unrated,0,1,75134,2021-02-28
Intimate Strangers,Drama,French,Movie,South Korea,120,Patrice Leconte,R,0,3,2110589,2021-02-28
Homme Fatale,Comedy,Korean,Movie,South Korea,120,DaJung Nam,Unrated,0,0,0,2021-02-28
Happy Bus Day,Comedy,Korean,Movie,South Korea,120,SeungWon Lee,Unrated,2,2,0,2021-02-28
Gonjiam Haunted Asylum,Horror,Korean,Movie,South Korea,120,Beomsik Jeong,Unrated,2,9,115252,2021-02-28
Golden Slumber,Action,Japanese,Movie,South Korea,120,Yoshihiro Nakamura,Unrated,0,1,0,2021-02-28
Extreme Job,Action,Korean,Movie,South Korea,120,Byeongheon Lee,Unrated,7,27,1565885,2021-02-28
Default,Drama,Korean,Movie,South Korea,120,KookHee Choi,Unrated,3,6,203775,2021-02-28
Criticsized,Action,English,Movie,South Korea,120,Carl T Evans,Unrated,0,0,0,2021-02-28
Communication  Lies,Short,English,Movie,South Korea,120,Christopher Banks,Unrated,0,0,0,2021-02-28
Clover,Comedy,English,Movie,South Korea,120,Jon Abrahams,Unrated,0,0,0,2021-02-28
Blood Orange,Thriller,English,Movie,South Korea,120,Toby Tobias,Unrated,0,0,0,2021-02-28
The Big Shot,Crime,English,Movie,South Korea,120,Lewis Seiler,Approved,0,0,0,2021-02-28
Angels Time,Action,English,Movie,South Korea,120,Steven Spielberg ,TV-14,12,48,0,2021-02-28
After My Death,Drama,Korean,Movie,South Korea,120,Kim Uiseok,Unrated,8,8,0,2021-02-28
The Age of Blood,Action,Korean,Movie,South Korea,120,Hongsun Kim,Unrated,0,0,0,2021-02-28
The Accidental Detective 2 In Action,Comedy,Korean,Movie,South Korea,120,Eonhie Lee,Unrated,0,0,179045,2021-02-28
12 Feet Deep,Horror,English,Movie,South Korea,120,Matt Eskandari,Unrated,0,0,0,2021-02-28
1987 When the Day Comes,Drama,Korean,Movie,South Korea,170,JoonHwan Jang,Unrated,25,38,0,2021-02-28
Enter the Fat Dragon,Action,Cantonese,Movie,South Korea,120,Kenji Tanigaki,TV-14,0,0,46855,2021-02-28
Operation Buffalo,Adventure,English,Series,Thailand,30,Steven Spielberg ,Unrated,1,11,0,2021-02-28
Bigfoot Family,Animation,English,Movie,Australia,120,Ben Stassen,TV-Y7,0,1,0,2021-02-27
The Girl on the Train,Crime,English,Movie,Lithuania,170,Tate Taylor,R,4,12,75395035,2021-02-27
Ginny  Georgia  The Afterparty,Animation,English,Movie,Lithuania,120,Susi Jirkuff,Unrated,0,0,0,2021-02-27
Ride Your Wave,Animation,Japanese,Movie,Japan,120,Masaaki Yuasa,Unrated,2,3,332432,2021-02-26
Baumbacher Syndrome,Comedy,English,Movie,Germany,120,Gregory Kirchhoff,Unrated,2,9,0,2021-02-26
La Palma,Comedy,German,Movie,Germany,120,Erec Brehmer,Unrated,0,0,0,2021-02-26
Fuga,Drama,Spanish,Movie,Spain,120,Pablo Larran,Unrated,5,2,0,2021-02-26
Geez  Ann,Animation,English,Movie,Lithuania,120,Steven Spielberg ,Unrated,0,0,0,2021-02-26
Capone,Biography,English,Movie,United Kingdom,120,Josh Trank,R,0,1,0,2021-02-25
Vaterland A Hunting Logbook,Thriller,Czech,Movie,Slovakia,120,David Jarab,Unrated,2,1,0,2021-02-25
The Last Bastion,Drama,English,Series,Spain,30,Steven Spielberg ,Unrated,0,0,0,2021-02-25
Princess Principal,Animation,Japanese,Series,Japan,30,Steven Spielberg ,TV-MA,1,1,0,2021-02-24
Above Suspicion,Action,English,Movie,Mexico,120,Phillip Noyce,R,0,0,0,2021-02-24
A Call to Spy,Biography,English,Movie,United Kingdom,170,Lydia Dean Pilcher,PG-13,3,2,159014,2021-02-23
Red,Action,English,Movie,Canada,170,Robert Schwentke,PG-13,4,19,90380162,2021-02-23
Made You Look A True Story About Fake Art,Documentary,English,Movie,Lithuania,120,Barry Avrich,Unrated,0,0,0,2021-02-23
Il signor Diavolo,Horror,Italian,Movie,Italy,120,Pupi Avati,Unrated,1,3,0,2021-02-22
Chihayafuru,Animation,Japanese,Series,South Korea,30,Steven Spielberg ,TV-14,0,1,0,2021-02-21
Classmates Minus,Comedy,English,Movie,Lithuania,170,Hsinyao Huang,Unrated,3,7,0,2021-02-21
Oh My JUMP,Drama,Japanese,Series,Japan,30,Steven Spielberg ,Unrated,0,0,0,2021-02-20
The Mole Agent,Documentary,Spanish,Movie,Mexico,120,Maite Alberdi,Unrated,4,17,0,2021-02-20
The Loop,Comedy,English,Movie,Poland,120,Steven Spielberg ,Unrated,0,1,0,2021-02-20
I Care a Lot,Comedy,English,Movie,Poland,120,J Blakeson,R,0,0,0,2021-02-20
No Escape Room,Horror,English,Movie,United States,120,Alex Merkin,Unrated,0,0,0,2021-02-19
Legacy of Lies,Action,English,Movie,United Kingdom,120,Adrian Bol,R,9,8,0,2021-02-19
2067,Sci-Fi,English,Movie,Australia,120,Seth Larney,Unrated,0,0,0,2021-02-19
Ronny  Klaid,Comedy,German,Movie,Germany,120,Reinhold Schnzel,Unrated,0,0,0,2021-02-19
Burden,Drama,English,Movie,Netherlands,120,Andrew Heckler,R,2,1,139270,2021-02-19
Collective,Documentary,Romanian,Movie,Canada,120,Alexander Nanau,Unrated,25,42,0,2021-02-19
Love,Drama,English,Movie,Canada,120,Gaspar No,TV-MA,2,1,249083,2021-02-19
Sisyphus,Animation,None,Series,Iceland,30,Marcell Jankovics,Unrated,0,2,0,2021-02-18
Eeb Allay Ooo,Comedy,Hindi,Movie,Lithuania,120,Prateek Vats,Unrated,4,3,0,2021-02-18
Behind Her Eyes,Short,English,Series,Lithuania,30,Mark Newton,TV-14,0,0,0,2021-02-18
The Manson Family Massacre,Crime,English,Movie,South Korea,120,Andrew Jones,Unrated,0,0,0,2021-02-17
Return of the King Huang Feihong,Action,Chinese,Movie,South Korea,120,Guo Yulong,Unrated,0,0,0,2021-02-17
Ten Years Japan,Drama,Japanese,Movie,South Korea,120,Akiyo Fujimura,Unrated,0,0,0,2021-02-17
Love at Second Sight,Comedy,French,Movie,South Korea,120,Hugo Glin,Unrated,0,1,0,2021-02-17
Liberation,Drama,Russian,Movie,South Korea,120,Yuriy Ozerov,Unrated,1,0,0,2021-02-17
The King is Invincible,Action,Chinese,Movie,South Korea,120,Xinyu Qiu,Unrated,0,0,0,2021-02-17
Amanda,Drama,French,Movie,South Korea,120,Mikhal Hers,G,4,7,0,2021-02-17
Corpus Christi,Drama,Polish,Movie,South Korea,120,Jan Komasa,Unrated,54,33,127240,2021-02-17
The Shadow,Action,English,Movie,Brazil,120,Russell Mulcahy,PG-13,0,4,32063435,2021-02-17
Artysci,Drama,Polish,Series,Poland,30,Steven Spielberg ,Unrated,0,1,0,2021-02-17
Overcoming,Documentary,Danish,Movie,Lithuania,120,Tmas Gislason,Unrated,0,0,0,2021-02-17
Se min kjole,Drama,Danish,Movie,Lithuania,120,Hella Joof,Unrated,0,12,0,2021-02-17
Aftermath,Drama,English,Movie,Lithuania,120,Elliott Lester,R,0,0,0,2021-02-17
Awara Paagal Deewana,Action,Hindi,Movie,Canada,170,Vikram Bhatt,Unrated,6,1,0,2021-02-16
Unhinged,Action,English,Movie,Canada,120,Derrick Borte,R,0,1,20831465,2021-02-16
John Lewis Good Trouble,Documentary,English,Movie,Canada,120,Dawn Porter,PG,3,8,0,2021-02-16
Repo Man,Action,English,Movie,Lithuania,120,Alex Cox,R,2,3,129000,2021-02-16
For Love of the Game,Drama,English,Movie,Lithuania,170,Sam Raimi,PG-13,0,7,35188640,2021-02-16
The Crew,Comedy,English,Series,Lithuania,30,Michael Dinner,PG-13,1,0,13023075,2021-02-16
Sweethearts,Comedy,English,Movie,Germany,120,Aleks Horvat,R,1,0,0,2021-02-15
The Queen of Sin,Drama,English,Movie,Germany,120,JeanFranois Rivard,Unrated,0,2,0,2021-02-15
Uppercut,Action,Italian,Movie,Germany,120,Michele Lupo,Unrated,2,0,0,2021-02-15
The Replacement Killers,Action,English,Movie,South Africa,120,Antoine Fuqua,R,0,1,19204929,2021-02-15
Then Came You,Adventure,English,Movie,Canada,120,Peter Hutchings,Unrated,0,0,0,2021-02-15
Story of Women,Drama,French,Movie,France,120,Claude Chabrol,Unrated,13,7,438483,2021-02-15
The Flower of Evil,Drama,French,Movie,France,120,Claude Chabrol,R,0,2,182163,2021-02-15
The Swindle,Comedy,French,Movie,France,120,Claude Chabrol,Unrated,3,1,250899,2021-02-15
Madame Bovary,Drama,English,Movie,France,170,Sophie Barthes,R,0,2,44235,2021-02-15
LEnfer,Comedy,Greek,Movie,France,120,Babis Makridis,Unrated,0,8,0,2021-02-15
Betty,Comedy,English,Movie,France,120,Steven Spielberg ,TV-14,0,1,0,2021-02-15
New Amsterdam,Drama,English,Series,Poland,30,Steven Spielberg ,TV-14,3,0,0,2021-02-15
Wheel of Fortune,Family,English,Series,Lithuania,30,Steven Spielberg ,TV-G,9,75,0,2021-02-15
The Big Day,Comedy,Danish,Series,Lithuania,30,Morten Arnfred,Unrated,0,0,0,2021-02-15
The Photograph,Drama,English,Movie,South Korea,120,Stella Meghie,PG-13,0,4,20578185,2021-02-14
Three Nobunagas,Comedy,Japanese,Movie,Japan,120,Kei Watanabe,Unrated,0,0,0,2021-02-14
Monsoon,Drama,English,Movie,Canada,120,Hong Khaou,Unrated,1,2,0,2021-02-14
White House Farm,Biography,English,Series,United Kingdom,30,Steven Spielberg ,TV-MA,1,1,0,2021-02-13
Follow Me,Documentary,English,Movie,Netherlands,120,Asri Bendacha,Unrated,0,0,0,2021-02-12
Mundina Nildana,Comedy,Kannada,Movie,Canada,120,Vinay Bharadwaj,Unrated,0,0,0,2021-02-12
Capitani,Crime,Luxembourgish,Series,Lithuania,30,Steven Spielberg ,TV-MA,0,0,0,2021-02-12
Romang,Drama,English,Movie,South Korea,120,ChangGeun Lee,Unrated,0,0,0,2021-02-11
SUMMER 03,Drama,French,Movie,South Korea,120,ric Rohmer,R,5,0,43839,2021-02-11
Weathering with You,Animation,Japanese,Movie,South Korea,120,Makoto Shinkai,PG-13,6,16,7798743,2021-02-11
Night of the Undead,Comedy,Korean,Movie,South Korea,120,Jeongwon Shin,Unrated,0,0,0,2021-02-11
Monster Hunt 2,Adventure,Mandarin,Movie,Singapore,120,Raman Hui,Unrated,1,9,706153,2021-02-11
Homecoming,Drama,English,Movie,Singapore,120,Steven Spielberg ,TV-MA,2,29,0,2021-02-11
Forgotten Rules,Comedy,Indonesian,Movie,Thailand,120,H Tjut Djalil,Unrated,0,0,0,2021-02-11
Lassie Come Home,Adventure,English,Movie,Netherlands,120,Fred M Wilcox,Passed,3,2,0,2021-02-11
The School Trip,Comedy,German,Movie,Slovakia,120,Lars Montag,Unrated,0,1,0,2021-02-11
News of the World,Action,English,Movie,Lithuania,120,Paul Greengrass,PG-13,2,46,11433050,2021-02-11
O Filho Eterno,Drama,Portuguese,Movie,Brazil,120,Paulo Machline,Unrated,0,1,0,2021-02-10
Paradoks,Crime,Polish,Series,Poland,30,Steven Spielberg ,Unrated,0,0,0,2021-02-10
Oh Happy Day,Comedy,Danish,Movie,Lithuania,120,Hella Joof,Unrated,0,8,0,2021-02-10
Kenny Begins,Action,Swedish,Movie,Lithuania,120,Mats Lindberg,Unrated,0,0,0,2021-02-10
Cold Lunch,Drama,Norwegian,Movie,Lithuania,120,Eva Srhaug,Unrated,4,5,0,2021-02-10
Spaceship Earth,Documentary,English,Movie,Colombia,120,Matt Wolf,Unrated,0,6,0,2021-02-09
Mr  Mrs Incredible,Action,English,Movie,Singapore,120,Doug Liman,PG-13,9,18,186336279,2021-02-08
Golden Chickensss,Comedy,Cantonese,Movie,Singapore,120,Matt Chow,Unrated,3,5,0,2021-02-08
Golden Chicken,Drama,Cantonese,Movie,Singapore,120,Leung Chun Samson Chiu,Unrated,3,9,0,2021-02-08
American Dreams in China,Drama,Mandarin,Movie,Singapore,120,Peter HoSun Chan,Unrated,31,32,0,2021-02-08
12 Golden Ducks,Comedy,Cantonese,Movie,Singapore,120,Matt Chow,Unrated,0,0,0,2021-02-08
Dont be the First one,Action,Hindi,Series,South Korea,30,Farhan Akhtar,Unrated,1,11,2223961,2021-02-07
Space Sweepers,Action,Korean,Movie,Lithuania,170,Sunghee Jo,TV-MA,0,0,0,2021-02-06
Strip Down Rise Up,Documentary,English,Movie,Lithuania,120,Michle Ohayon,R,0,0,0,2021-02-06
Malcolm  Marie,Comedy,English,Movie,Lithuania,120,Nadia Tass,PG-13,9,0,544472,2021-02-06
Little Big Women,Drama,Mandarin,Movie,Lithuania,170,Joseph ChenChieh Hsu,Unrated,1,5,0,2021-02-06
Invisible City,Documentary,English,Series,Lithuania,30,Hubert Davis,Unrated,0,0,0,2021-02-06
Yakuza Ladies The Final Battle,Comedy,Japanese,Movie,Japan,120,Ksaku Yamashita,Unrated,0,1,0,2021-02-05
Tim Maia,Biography,Portuguese,Movie,Brazil,170,Mauro Lima,Unrated,6,14,0,2021-02-05
Doob No Bed of Roses,Drama,Bengali,Movie,Canada,120,Mostofa Sarwar Farooki,Unrated,2,3,0,2021-02-05
The YinYang Master Dream Of Eternity,Action,Chinese,Movie,Lithuania,170,Jingming Guo,Unrated,0,0,0,2021-02-05
Ghost Buddies,Comedy,Mandarin,Movie,Malaysia,120,Simon Sek,Unrated,0,0,0,2021-02-04
A Febre,Drama,Portuguese,Movie,Brazil,120,Steven Spielberg ,Unrated,0,0,0,2021-02-04
Money,Crime,English,Movie,Lithuania,120,Martn Rosete,R,16,26,0,2021-02-04
Starring Maja,Comedy,Swedish,Movie,Lithuania,120,Teresa Fabik,Unrated,0,3,0,2021-02-04
Strong As A Lion,Adventure,Swedish,Movie,Lithuania,120,Manne Lindwall,Unrated,0,1,0,2021-02-04
The Assault,Action,French,Movie,Lithuania,120,Julien Leclercq,R,0,0,0,2021-02-04
The Dream House,Comedy,English,Movie,Lithuania,120,Steven Spielberg ,Unrated,0,0,0,2021-02-04
The Great Adventure,Drama,Swedish,Movie,Lithuania,120,Arne Sucksdorff,Approved,6,1,0,2021-02-04
The Pilgrimage to Kevlaar,Drama,None,Movie,Lithuania,120,Ivan Hedqvist,Unrated,0,0,0,2021-02-04
The Strongest,Drama,None,Movie,Lithuania,120,Raoul Walsh,Unrated,0,0,0,2021-02-04
Karl Fredrik Reigns,Comedy,Swedish,Movie,Lithuania,120,Gustaf Edgren,Unrated,0,0,0,2021-02-04
Irl In Real Life,Drama,Swedish,Movie,Lithuania,120,Erik Leijonborg,Unrated,0,0,0,2021-02-04
Ingeborg Holm,Drama,None,Movie,Lithuania,120,Victor Sjstrm,Unrated,0,0,0,2021-02-04
Hanna in Society,Comedy,Swedish,Movie,Lithuania,120,Gunnar Olsson,Unrated,0,0,0,2021-02-04
Erotikon,Comedy,None,Movie,Lithuania,120,Mauritz Stiller,Unrated,0,0,0,2021-02-04
Career,Drama,English,Movie,Lithuania,120,Joseph Anthony,Unrated,1,4,0,2021-02-04
Blackjack,Action,English,Movie,Lithuania,120,John Woo,R,0,0,0,2021-02-04
Bit By Bit,Comedy,Swedish,Movie,Lithuania,120,Pontus Klnge,Unrated,0,0,0,2021-02-04
As Seen On Tv,Short,English,Movie,Lithuania,120,Ryan Sage,Unrated,2,0,0,2021-02-04
Angel,Action,English,Movie,Lithuania,120,Steven Spielberg ,TV-14,12,48,0,2021-02-04
A Man There Was,Drama,None,Movie,Lithuania,120,Victor Sjstrm,Unrated,0,0,0,2021-02-04
Firefly Lane,Drama,English,Series,Lithuania,30,Steven Spielberg ,TV-MA,0,0,0,2021-02-04
Black Beach,Action,Spanish,Movie,Lithuania,120,Esteban Crespo,TV-MA,0,9,0,2021-02-04
Skandal Ewenement Molesty,Documentary,Polish,Movie,Poland,120,Bartosz Paduch,Unrated,0,0,0,2021-02-03
Kid Cosmic,Animation,English,Series,Lithuania,30,Steven Spielberg ,TV-Y7,0,0,0,2021-02-03
The Unsettling,Crime,English,Series,United States,30,Steven Spielberg ,TV-14,0,0,0,2021-02-02
Zac and Mia,Drama,English,Series,United States,30,Steven Spielberg ,TV-14,3,5,0,2021-02-02
My Dead Ex,Comedy,English,Series,United States,30,Steven Spielberg ,Unrated,0,1,0,2021-02-02
Love Daily,Romance,English,Series,United States,30,Steven Spielberg ,Unrated,0,1,0,2021-02-02
Stolen face,Crime,English,Series,Japan,30,Terence Fisher,Approved,0,0,0,2021-02-02
The Woman Who Keeps a Murderer,Horror,Japanese,Movie,Japan,120,Hideo Nakata,Unrated,0,0,0,2021-02-02
Dragon Quest The Adventure of Dai,Animation,Japanese,Movie,Japan,120,Steven Spielberg ,Unrated,0,1,0,2021-02-02
Aircraft Carrier Ibuki,Action,Japanese,Movie,Japan,170,Setsur Wakamatsu,Unrated,0,0,0,2021-02-02
According to Our Butler,Crime,Japanese,Movie,Japan,120,Shinji Kuma,Unrated,0,0,0,2021-02-02
Step,Documentary,English,Movie,Japan,120,Amanda Lipitz,PG,9,20,1146292,2021-02-02
The Magician,Comedy,Turkish,Movie,Israel,170,Cem Yilmaz,Unrated,3,4,0,2021-02-02
Tek Tek Boom,Comedy,Arabic,Movie,Israel,120,Ashraf Fayeq,Unrated,0,0,0,2021-02-02
I Love Cinema,Drama,Arabic,Movie,Israel,170,Osama Fawzy,R,5,1,0,2021-02-02
Breaking News,Action,Cantonese,Movie,Israel,170,Johnnie To,TV-14,5,11,0,2021-02-02
Miszmasz czyli Kogel mogel 3,Comedy,Polish,Movie,Poland,120,Kordian Piwowarski,Unrated,0,0,0,2021-02-02
Blippi,Family,English,Series,India,30,Steven Spielberg ,TV-Y,0,1,0,2021-02-01
The Great Race,Action,English,Movie,Australia,170,Blake Edwards,Passed,3,14,0,2021-02-01
Superman Red Son,Animation,English,Movie,Australia,120,Sam Liu,PG-13,0,1,0,2021-02-01
Paper Champions,Comedy,English,Movie,Australia,120,Steven Spielberg ,Unrated,0,0,0,2021-02-01
My Blind Date with Life,Biography,German,Movie,Germany,120,Marc Rothemund,Unrated,0,3,0,2021-02-01
Ill Always Know What You Did Last Summer,Action,English,Movie,Thailand,120,George Lucas,PG,26,69,474544677,2021-02-01
Fatima,Drama,English,Movie,Canada,120,Marco Pontecorvo,PG-13,0,0,0,2021-02-01
Le Tournoi,Documentary,None,Movie,France,120,Charles Belot,Unrated,0,0,0,2021-02-01
The House Arrest of Us,Comedy,Filipino,Series,Lithuania,30,Steven Spielberg ,TV-PG,0,0,0,2021-02-01
She is King,Musical,English,Movie,South Africa,120,Gersh Kgamedi,Unrated,0,0,0,2021-01-30
How to Eliminate My Teacher,Mystery,Japanese,Series,Malaysia,30,Steven Spielberg ,Unrated,0,0,0,2021-01-30
Critical Thinking,Drama,English,Movie,Canada,120,John Leguizamo,Unrated,0,0,0,2021-01-30
The House That Jack Built,Crime,English,Movie,Germany,170,Lars von Trier,R,11,20,258106,2021-01-29
Trolls World Tour,Animation,English,Movie,South Korea,120,David P Smith,PG,1,8,0,2021-01-29
Ace Attorney,Comedy,Japanese,Series,Japan,30,Takashi Miike,Unrated,1,2,0,2021-01-29
We Are The Brooklyn Saints,Documentary,English,Series,United States,30,Steven Spielberg ,TV-14,0,0,0,2021-01-29
The Dig,Thriller,English,Movie,United States,120,Andy Tohill,Unrated,3,8,0,2021-01-29
Below Zero,Short,English,Movie,United States,120,James Parrott,Approved,0,0,0,2021-01-29
Domestique,Short,French,Movie,Czech Republic,120,Steven Spielberg ,Unrated,0,0,0,2021-01-29
Alone,Drama,Turkish,Movie,Canada,120,agan Irmak,Unrated,6,7,0,2021-01-29
June  Kopi,Fantasy,English,Movie,United States,120,L Gustavo Cooper,Unrated,0,0,0,2021-01-28
Yolki 1914,Comedy,Russian,Movie,Russia,120,Dmitriy Kiselev,Unrated,0,1,0,2021-01-28
