Title,Genre,Languages,Type,CountryAvailability,Runtime,Director,ViewRating,AwardsReceived,AwardsNominatedFor,Boxoffice,NetflixReleaseDate,Year
Hello Carbot The Movie Save The Moon,Animation,Korean,Movie,South Korea,120,Steven Spielberg ,R,0,0,0,9/14/2020,2020
The Lighthouse,Drama,English,Movie,South Korea,120,Robert Eggers,R,32,131,10867104,9/14/2020,2020
Last Christmas,Comedy,English,Movie,South Korea,120,Paul Feig,PG-13,1,0,35150750,9/14/2020,2020
Family Ties,Comedy,English,Movie,South Korea,120,Steven Spielberg ,TV-G,23,43,0,9/14/2020,2020
Dont Let Go,Action,Hindi,Movie,South Korea,120,Farhan Akhtar,Unrated,1,11,2223961,9/14/2020,2020
Lara and the Beat,Drama,English,Movie,Lithuania,170,Tosin Coker,TV-MA,6,20,0,9/13/2020,2020
Wild Rose,Comedy,English,Movie,Germany,120,Tom Harper,R,17,34,1635117,9/13/2020,2020
Pets United,Animation,English,Movie,Spain,120,Reinhard Klooss,TV-Y7,0,0,0,9/11/2020,2020
The Barrier,Drama,Spanish,Series,Lithuania,30,Steven Spielberg ,TV-MA,0,2,0,9/11/2020,2020
The Duchess,Biography,English,Series,Lithuania,30,Saul Dibb,PG-13,8,21,13848978,9/11/2020,2020
Dad Wanted,Comedy,Spanish,Movie,Lithuania,120,Javier Colinas,TV-14,0,0,0,9/11/2020,2020
My Story,Drama,Malayalam,Movie,Czech Republic,120,Roshni Dinaker,R,0,0,0,9/10/2020,2020
The Babysitter Killer Queen,Comedy,English,Movie,Brazil,120,McG,TV-MA,0,0,0,9/10/2020,2020
The Idhun Chronicles,Animation,Spanish,Series,Lithuania,30,Steven Spielberg ,TV-14,0,0,0,9/10/2020,2020
Julie and the Phantoms,Comedy,English,Series,Brazil,30,Steven Spielberg ,TV-G,0,0,0,9/10/2020,2020
A Journey to the Beginning of Time,Adventure,Czech,Movie,Czech Republic,120,Karel Zeman,Unrated,0,0,0,9/10/2020,2020
Invention for Destruction,Animation,Czech,Movie,Czech Republic,120,Karel Zeman,Unrated,0,1,0,9/10/2020,2020
The Little Man,Comedy,Czech,Movie,Czech Republic,120,Radek Beran,R,0,0,0,9/10/2020,2020
Icing,Comedy,Czech,Movie,Czech Republic,120,Jan Hrebejk,R,0,0,0,9/10/2020,2020
The Fabulous Baron Munchausen,Adventure,Czech,Movie,Czech Republic,120,Karel Zeman,Unrated,1,0,0,9/10/2020,2020
Voyage to the End of the Universe,Sci-Fi,Czech,Movie,Czech Republic,120,Jindrich Polk,R,1,0,0,9/10/2020,2020
The Teacher,Comedy,Slovak,Movie,Czech Republic,120,Jan Hrebejk,Unrated,8,14,64437,9/10/2020,2020
Whos Afraid of the Wolf,Action,English,Movie,Czech Republic,120,Jay Roach,PG-13,18,31,206040086,9/10/2020,2020
PhotoCopy,Drama,Arabic,Movie,Lithuania,170,Tamer Ashri,R,10,1,0,9/9/2020,2020
Poshter Girl,Comedy,Marathi,Movie,Lithuania,170,Sameer Patil,Unrated,0,0,0,9/9/2020,2020
Satria Heroes Revenge of the Darkness,Action,Indonesian,Movie,Lithuania,120,Kenz Maihara,R,0,0,0,9/9/2020,2020
Son Of Adam,Drama,Malayalam,Movie,Lithuania,120,Salim Ahmed,R,9,0,0,9/9/2020,2020
So Much Love to Give,Comedy,Spanish,Movie,Lithuania,120,Marcos Carnevale,TV-14,0,0,0,9/9/2020,2020
Kaagar,Crime,Marathi,Movie,Lithuania,170,Makarand Mane,R,0,0,0,9/9/2020,2020
Dhh,Drama,Gujarati,Movie,Lithuania,170,Manish Saini,R,1,0,0,9/9/2020,2020
Cycle,Comedy,Malayalam,Movie,Lithuania,120,Johny Antony,Unrated,0,0,0,9/9/2020,2020
Cuties,Drama,French,Movie,Lithuania,120,Mamouna Doucour,TV-MA,1,5,0,9/9/2020,2020
Get Organized with The Home Edit,Reality-TV,English,Series,Canada,30,Steven Spielberg ,TV-PG,0,0,0,9/9/2020,2020
The Social Dilemma,Documentary,English,Movie,Canada,120,Jeff Orlowski,PG-13,3,11,0,9/9/2020,2020
Ani Dr Kashinath Ghanekar,Drama,Marathi,Movie,Lithuania,170,Abhijeet Shirish Deshpande,Unrated,0,0,0,9/9/2020,2020
Aapla Manus,Drama,Marathi,Movie,Lithuania,170,Satish Rajwade,Unrated,0,0,0,9/9/2020,2020
Strangled,Crime,Hungarian,Series,Hungary,30,rpd Sopsits,R,14,0,0,9/9/2020,2020
A Kind of America,Adventure,Hungarian,Movie,Hungary,120,Gbor Herendi,R,1,0,0,9/9/2020,2020
Viktoria A Tale of Grace and Greed,Drama,German,Movie,Hungary,120,Men Lareida,R,1,2,0,9/9/2020,2020
Question in Details,Drama,Hungarian,Movie,Hungary,120,Zsombor Dyga,R,3,0,0,9/9/2020,2020
Poligamy,Comedy,Hungarian,Movie,Hungary,120,Dnes Orosz,Unrated,0,0,0,9/9/2020,2020
Lora,Drama,Hungarian,Movie,Hungary,120,Gbor Herendi,R,0,0,0,9/9/2020,2020
Manieggs Revenge of the Hard Egg,Animation,None,Movie,Hungary,120,Zoltn Miklsy,R,0,0,0,9/9/2020,2020
The Night Crew,Action,English,Movie,Hungary,120,Christian Sesma,Unrated,0,0,0,9/9/2020,2020
Couch Surf,Comedy,Hungarian,Movie,Hungary,120,Zsombor Dyga,R,0,0,0,9/9/2020,2020
The Tragedy of Man,Animation,Hungarian,Movie,Hungary,170,Marcell Jankovics,R,0,0,0,9/9/2020,2020
The Squad,Horror,Spanish,Movie,Hungary,120,Jaime Osorio Marquez,Unrated,4,7,0,9/9/2020,2020
Sinister Shadow,Comedy,Hungarian,Movie,Hungary,120,Andrs Jeles,R,0,0,0,9/9/2020,2020
The Exam,Drama,Hungarian,Movie,Hungary,120,Pter Bergendy,R,4,0,0,9/9/2020,2020
Cargo,Drama,English,Movie,Lithuania,120,Ben Howling,TV-MA,1,17,0,9/8/2020,2020
Fugue,Animation,English,Movie,Poland,120,Georges Schwizgebel,R,2,1,0,9/8/2020,2020
Dead End,Adventure,English,Series,Switzerland,30,JeanBaptiste Andrea,R,7,5,0,9/8/2020,2020
Record of Youth,Drama,Korean,Series,Lithuania,30,Steven Spielberg ,TV-14,0,0,0,9/7/2020,2020
